"dteday","season","yr","mnth","holiday","weekday","workingday","total","temp","hum","windspeed"
"2011-10-03","4",0,"10",0,"1",1,3570,-0.607580006718272,0.933371594724248,-1.38249475369256
"2011-10-04","4",0,"10",0,"2",1,4456,-0.0612841362688364,0.576468851165826,0.198301468879695
"2011-10-05","4",0,"10",0,"3",1,4826,0.234626126891274,0.140579434852673,-0.170794717364728
"2011-10-06","4",0,"10",0,"4",1,4765,-0.00665454922389275,-0.0495736662235355,-0.716562435728478
"2011-10-07","4",0,"10",0,"5",1,4985,0.0843947625176798,0.395092047062366,-2.16902179062915
"2011-10-08","4",0,"10",0,"6",0,5409,0.143576815149702,0.51503477235659,-1.87207812906644
"2011-10-09","4",0,"10",0,"0",0,5511,0.24828352365251,0.699337008784299,-1.63922225395725
"2011-10-10","4",0,"10",1,"1",0,5117,0.412172284787341,0.74321849364804,-1.91207923067837
"2011-10-11","4",0,"10",0,"2",1,4563,0.389409956851948,1.26979631201292,-0.612204723055437
"2011-10-12","4",0,"10",0,"3",1,2416,0.261940920413746,1.95434747588727,0.744069187243445
"2011-10-13","4",0,"10",0,"4",1,2913,0.512326527703071,1.88706253242954,-0.628387964433379
"2011-10-14","4",0,"10",0,"5",1,3644,0.302913110697454,0.620350336029567,0.430942284302801
"2011-10-15","4",0,"10",0,"6",0,5217,0.0616324345822866,-1.01496633322582,0.872244760150467
"2011-10-16","4",0,"10",0,"0",0,5041,0.0889472281047584,-0.991562874631828,1.17719939501986
"2011-10-17","4",0,"10",0,"1",1,4570,0.211863798955881,-0.339191466324222,-0.194935167127837
"2011-10-18","4",0,"10",0,"2",1,4748,0.202758867781724,0.517960204680839,-1.0374314873682
"2011-10-19","4",0,"10",0,"3",1,2424,0.253231855812378,1.87688711564954,0.681991741333778
"2011-10-20","4",0,"10",0,"4",1,4195,-0.106808792139623,0.0586673297736909,2.99090525762282
"2011-10-21","4",0,"10",0,"5",1,4304,-0.370851796190183,-0.377222086539463,0.398844626154524
"2011-10-22","4",0,"10",0,"6",0,4308,-0.398166589712655,0.00893498026145162,-1.26222262424918
"2011-10-23","4",0,"10",0,"0",0,4381,-0.402719055299733,0.795876275484528,-1.17388685818952
"2011-10-24","4",0,"10",0,"1",1,4187,-0.175095775945802,1.01235826747898,-0.925116566309996
"2011-10-25","4",0,"10",0,"2",1,4687,-0.129571120075016,-0.0349465046022886,-0.307465147872131
"2011-10-26","4",0,"10",0,"3",1,3894,-0.0612841362688363,0.64960465927206,-0.539944668530673
"2011-10-27","4",0,"10",0,"4",1,2659,-0.138676051249173,1.29905063525542,0.0938899912851327
"2011-10-28","4",0,"10",0,"5",1,3747,-0.898937804291304,-0.295309981460481,0.503148573906043
"2011-10-29","4",0,"10",0,"6",0,627,-1.31776463830254,1.78759783340506,2.07598758809313
"2011-10-30","4",0,"10",0,"0",0,3331,-0.962672322510404,-0.0290956399537901,-0.178966985435981
"2011-10-31","4",0,"10",0,"1",1,3669,-0.848860682833439,0.529661933977837,-1.0856586219729
"2011-11-01","4",0,"11",0,"2",1,4068,-0.516530694976699,0.392166614738117,-0.70860522734331
"2011-11-02","4",0,"11",0,"3",1,4186,-0.643999731414901,0.637902929975063,-1.3986779950705
"2011-11-03","4",0,"11",0,"4",1,3974,-0.475558504692991,0.520885637005089,-0.692529515808411
"2011-11-04","4",0,"11",0,"5",1,4046,-0.502873298215463,-0.0378719369265379,1.04897005719131
"2011-11-05","4",0,"11",0,"6",0,3926,-0.921700132226697,-0.763379153340378,-0.018371164851554
"2011-11-06","4",0,"11",0,"0",0,3649,-0.803336026962653,0.749069358296539,-1.27012606771283
"2011-11-07","4",0,"11",0,"1",1,4035,-0.548397954086249,0.918744433103001,-1.71954704671023
"2011-11-08","4",0,"11",0,"2",1,4205,-0.475558504692991,0.658380956244809,-1.56712349419705
"2011-11-09","4",0,"11",0,"3",1,4109,-0.521083160563778,0.915819000778752,-1.6554054953352
"2011-11-10","4",0,"11",0,"4",1,2933,-0.630342334653665,1.30197606757967,-0.0183173999300327
"2011-11-11","4",0,"11",1,"5",0,3368,-0.935357528987933,-1.27532981008402,1.60247992425415
"2011-11-12","4",0,"11",0,"6",0,4067,-0.757811371091866,-0.526419135076181,0.278411201946584
"2011-11-13","4",0,"11",0,"0",0,3717,-0.298012346796925,-1.19049227268078,1.17725315994138
"2011-11-14","4",0,"11",0,"1",1,4486,0.189101471020488,-0.286533684487733,1.49822974142415
"2011-11-15","4",0,"11",0,"2",1,4195,0.189101471020488,0.427271802629109,0.118030441048242
"2011-11-16","4",0,"11",0,"3",1,1817,-0.211515500642431,2.12109711836949,-0.692368221043847
"2011-11-17","4",0,"11",0,"4",1,3053,-0.839755751659282,-0.365520357242466,1.48231532465381
"2011-11-18","4",0,"11",0,"5",1,3392,-1.20850546421265,-1.52984242229371,-0.283270933187501
"2011-11-19","4",0,"11",0,"6",0,3663,-0.908042735465461,-0.883321878634601,0.438845727766447
"2011-11-20","4",0,"11",0,"0",0,3520,-0.175095775945802,0.398017479386616,-0.0585335612280411
"2011-11-21","4",0,"11",0,"1",1,2765,-0.261592622100296,1.98067636680552,-0.676561334116555
"2011-11-22","4",0,"11",0,"2",1,1607,-0.430033848822205,2.34928083966094,-0.925116566309996
"2011-11-23","4",0,"11",0,"3",1,2566,-0.298012346796925,0.912893568454503,1.87539066589678
"2011-11-24","4",0,"11",1,"4",0,1495,-0.666762059350294,-0.552748025994424,-0.299131585036314
"2011-11-25","4",0,"11",0,"5",1,2792,-0.657657128176136,0.111325111610179,-1.18184406657469
"2011-11-26","4",0,"11",0,"6",0,3068,-0.653104662589058,0.37753945311687,-1.57508070258222
"2011-11-27","4",0,"11",0,"0",0,3071,-0.197858103881195,0.494556746086845,0.238302570491618
"2011-11-28","4",0,"11",0,"1",1,3867,0.044214305379551,0.808468353749775,-0.624075082685249
"2011-11-29","4",0,"11",0,"2",1,2914,-0.202410569468274,1.42484422519814,0.872352289993509
"2011-11-30","4",0,"11",0,"3",1,3613,-0.930805063400854,-0.102231448060024,1.04095908388463
"2011-12-01","4",0,"12",0,"4",1,3727,-0.999092047207033,-0.725348533125136,0.382876444462668
"2011-12-02","4",0,"12",0,"5",1,3940,-0.989987116032876,-0.0144684783325431,-1.15786491157614
"2011-12-03","4",0,"12",0,"6",0,3614,-1.07193149660029,-0.105156880384273,-1.22200646295118
"2011-12-04","4",0,"12",0,"0",0,3485,-0.898937804291303,1.03868715839723,-1.37459131022891
"2011-12-05","4",0,"12",0,"1",1,3811,-0.598475075544114,1.3985153342799,-1.65524420057063
"2011-12-06","4",0,"12",0,"2",1,2594,-0.179648241532881,2.25859243760921,0.543203440439488
"2011-12-07","4",0,"12",0,"3",1,705,-0.466453573518834,2.40486405382167,0.976656237745029
"2011-12-08","4",0,"12",0,"4",1,3322,-1.25403012008344,-0.336266033999972,0.639657709648882
"2011-12-09","4",0,"12",0,"5",1,3620,-1.11745615247108,0.477004152141349,-1.39061325684229
"2011-12-10","4",0,"12",0,"6",0,3190,-1.20395299862557,-0.84529125841936,0.551429473432262
"2011-12-11","4",0,"12",0,"0",0,2743,-1.49986326178568,-0.968159416037833,-1.59932868218837
"2011-12-12","4",0,"12",0,"1",1,3310,-1.40426148445703,0.301478212686387,-1.63922225395725
"2011-12-13","4",0,"12",0,"2",1,3523,-1.16298080834186,-0.266055658217988,-0.644356146125235
"2011-12-14","4",0,"12",0,"3",1,3740,-0.971777253684561,0.251745863174148,-1.67137367702705
"2011-12-15","4",0,"12",0,"4",1,3709,-0.398166589712655,0.0440401681524437,1.00074292258662
"2011-12-16","4",0,"12",0,"5",1,3577,-0.657657128176136,-0.895023607931599,0.904396183220265
"2011-12-17","4",0,"12",0,"6",0,2739,-1.29500231036714,-0.470835920915442,0.679766341103848
"2011-12-18","4",0,"12",0,"0",0,2431,-1.40426148445703,-0.292384549136232,-0.267195221652602
"2011-12-19","4",0,"12",0,"1",1,3403,-1.19484806745141,0.0674436267464386,-0.226979060354593
"2011-12-20","4",0,"12",0,"2",1,3750,-0.598475075544114,-0.228025038002746,-1.66347023356341
"2011-12-21","1",0,"12",0,"3",1,2660,-0.366299330603104,1.6179227585986,0.398898391076045
"2011-12-22","1",0,"12",0,"4",1,3068,-0.393614124125576,0.909968136130253,-1.84793767930333
"2011-12-23","1",0,"12",0,"5",1,2209,-0.666762059350294,0.409719208683614,1.08079889073198
"2011-12-24","1",0,"12",0,"6",0,1011,-1.05372163425198,-0.599554943182414,-0.00234921823817621
"2011-12-25","1",0,"12",0,"0",0,754,-1.20514059834394,0.374995598921871,-0.45672124522611
"2011-12-26","1",0,"12",1,"1",0,1317,-0.948619059176379,-0.849107039711859,0.632004389950575
"2011-12-27","1",0,"12",0,"2",1,1162,-0.930805063400854,0.945073324021245,-0.0262746083152001
"2011-12-28","1",0,"12",0,"3",1,2302,-1.07212942988669,-0.870475414949855,1.33519346092371
"2011-12-29","1",0,"12",0,"4",1,2423,-1.34963189741209,-0.377222086539463,-0.917105593003306
"2011-12-30","1",0,"12",0,"5",1,2999,-1.00364451279411,0.06159276209794,-0.724519644113645
"2011-12-31","1",0,"12",0,"6",0,2485,-0.466453573518834,-0.0846788541145278,0.382822679541146
"2012-01-01","1",1,"1",0,"0",0,2294,-0.684971921698608,0.453600693547354,0.0216837016818903
"2012-01-02","1",1,"1",1,"1",0,1951,-1.21464139609089,-1.73131567453767,1.79590741104588
"2012-01-03","1",1,"1",0,"2",1,2236,-1.88682283668737,-1.31043499797501,2.26050879875458
"2012-01-04","1",1,"1",0,"3",1,2368,-2.11899858162838,-1.49766266672697,-0.0746630376844617
"2012-01-05","1",1,"1",0,"4",1,3272,-1.25403012008344,-0.728273965449386,-0.780650222181989
"2012-01-06","1",1,"1",0,"5",1,4098,-0.880727941942989,-0.602480375506664,-0.291335671415711
"2012-01-07","1",1,"1",0,"6",0,4521,-0.557502885260407,-0.675616183612898,-0.202946140434526
"2012-01-08","1",1,"1",0,"0",0,3425,-0.862518079594675,-1.14368535549279,0.01361896345368
"2012-01-09","1",1,"1",0,"1",1,2376,-1.48165339943737,0.517960204680839,-1.18179030165317
"2012-01-10","1",1,"1",0,"2",1,3598,-1.01987504227848,0.130785596201925,-0.0378597801004203
"2012-01-11","1",1,"1",0,"3",1,2177,-1.20850546421265,1.54186151816811,-0.764735805411654
"2012-01-12","1",1,"1",0,"4",1,4097,-0.616684937892429,1.22884025947343,-0.122836407367638
"2012-01-13","1",1,"1",0,"5",1,3214,-1.20850546421265,-0.84529125841936,2.42099708949597
"2012-01-14","1",1,"1",0,"6",0,2493,-1.72293407555254,-1.19634313732928,-0.0426191444577062
"2012-01-15","1",1,"1",0,"0",0,2311,-1.79577352494579,-1.46548291116022,0.78417781869841
"2012-01-16","1",1,"1",1,"1",0,2298,-1.66830448850759,-0.739975694746383,0.527396553512196
"2012-01-17","1",1,"1",0,"2",1,2935,-0.668345525641452,0.619205601641817,2.0470784235516
"2012-01-18","1",1,"1",0,"3",1,3376,-1.0491691686649,-1.29580783635376,2.90256949156316
"2012-01-19","1",1,"1",0,"4",1,3292,-1.66830448850759,-0.915501634201345,0.382876444462668
"2012-01-20","1",1,"1",0,"5",1,3163,-1.518073124134,-1.24900091916577,0.158246602346251
"2012-01-21","1",1,"1",0,"6",0,1301,-1.75935380024916,1.42776965752239,0.414920337689423
"2012-01-22","1",1,"1",0,"0",0,1977,-1.81853585288119,1.18203334228544,0.118084205969764
"2012-01-23","1",1,"1",0,"1",1,2432,-1.51352065854692,1.98945266377826,-1.02942051406151
"2012-01-24","1",1,"1",0,"2",1,4339,-0.835203286072203,1.45994941308913,-0.860921250013442
"2012-01-25","1",1,"1",0,"3",1,4270,-1.09924629012276,0.111325111610179,-0.379563907632331
"2012-01-26","1",1,"1",0,"4",1,4075,-0.839755751659281,0.994805673533484,-1.51088538628567
"2012-01-27","1",1,"1",0,"5",1,3456,-0.384509192951419,0.795876275484528,1.96367266703492
"2012-01-28","1",1,"1",0,"6",0,4023,-0.980882184858718,-0.593704078533916,0.262496785176249
"2012-01-29","1",1,"1",0,"0",0,3243,-1.16298080834186,-2.22316988314081,0.63955017980584
"2012-01-30","1",1,"1",0,"1",1,3624,-1.23582025773512,-1.59420193342719,0.326530806708238
"2012-01-31","1",1,"1",0,"2",1,4509,-0.575712747608721,-1.48303550510572,0.920418129833643
"2012-02-01","1",1,"2",0,"3",1,4579,-0.143228516836252,-0.842365826095111,-0.0183173999300325
"2012-02-02","1",1,"2",0,"4",1,3761,-0.525635626150856,0.316105374307634,-0.0425653795361849
"2012-02-03","1",1,"2",0,"5",1,4151,-0.994539581619954,-0.71072137150389,-0.154719005829829
"2012-02-04","1",1,"2",0,"6",0,2832,-1.26313505125759,1.06501604931547,-0.885061699776551
"2012-02-05","1",1,"2",0,"0",0,2947,-1.25403012008344,0.421420937980611,-0.18697795874267
"2012-02-06","1",1,"2",0,"1",1,3784,-1.16238700848268,-0.0401614057020376,-0.473383695687177
"2012-02-07","1",1,"2",0,"2",1,4375,-0.771468767853102,-0.924277931174093,-0.556235439751657
"2012-02-08","1",1,"2",0,"3",1,2802,-1.3041072415413,0.667157253217556,-0.732476852498813
"2012-02-09","1",1,"2",0,"4",1,3830,-1.25858258567051,-0.462059623942695,0.0458241514449997
"2012-02-10","1",1,"2",0,"5",1,3831,-1.17208573951602,-0.61710753712791,-0.949149486230062
"2012-02-11","1",1,"2",0,"6",0,2169,-1.48165339943737,0.725665899702544,1.28144957784986
"2012-02-12","1",1,"2",0,"0",0,1529,-2.00973940753849,-1.14661078781704,2.82235222865323
"2012-02-13","1",1,"2",0,"1",1,3422,-1.49075833061153,-1.52106612532096,-0.299400409643921
"2012-02-14","1",1,"2",0,"2",1,3922,-0.962672322510404,-0.836514961446612,-0.636237642975503
"2012-02-15","1",1,"2",0,"3",1,4169,-0.803336026962652,-0.678541615937147,-0.114664139296385
"2012-02-16","1",1,"2",0,"4",1,3005,-0.97632971927164,0.87778838056351,-1.27824457086256
"2012-02-17","1",1,"2",0,"5",1,4154,-0.830650820485124,0.0469656004766932,0.198193939036652
"2012-02-18","1",1,"2",0,"6",0,4318,-0.81244095813681,-0.655138157343152,0.00571551999003392
"2012-02-19","1",1,"2",0,"0",0,2689,-1.1766382051031,-0.786782611934373,0.808103208775434
"2012-02-20","1",1,"2",1,"1",0,3129,-1.1766382051031,-0.84300178964386,0.498031555940376
"2012-02-21","1",1,"2",0,"2",1,3777,-1.13388461524184,-0.235529407877995,0.196536576890623
"2012-02-22","1",1,"2",0,"3",1,4773,-0.543845488499171,-0.421103571403204,0.567558949888683
"2012-02-23","1",1,"2",0,"4",1,5062,-0.225172897403667,-0.514717405779183,0.00550046030394832
"2012-02-24","1",1,"2",0,"5",1,3487,-0.48011097028007,0.769547384566284,0.607506286579084
"2012-02-25","1",1,"2",0,"6",0,2732,-1.11745615247108,-1.62930712131819,2.98273298955157
"2012-02-26","1",1,"2",0,"0",0,3389,-1.18119067069018,-1.52984242229371,0.190236730651485
"2012-02-27","1",1,"2",0,"1",1,4322,-0.703181784046923,-0.962308551389334,1.00063539274357
"2012-02-28","1",1,"2",0,"2",1,4363,-0.74415397433063,-1.62930712131819,0.0378131781383108
"2012-02-29","1",1,"2",0,"3",1,1834,-0.825108688466072,1.24194110857768,-0.146698682102006
"2012-03-01","1",1,"3",0,"4",1,4990,-0.0521792050946791,-0.0876042864387772,0.470997150836245
"2012-03-02","1",1,"3",0,"5",1,3194,-0.776021233440181,0.204938945986158,-0.58817180313537
"2012-03-03","1",1,"3",0,"6",0,4066,-0.443691245583441,-0.046648233899286,-0.379456377789289
"2012-03-04","1",1,"3",0,"0",0,3423,-0.926252597813776,-1.5766493394817,1.85920742451884
"2012-03-05","1",1,"3",0,"1",1,3333,-1.37694669093456,-0.854067555392108,0.495137600599355
"2012-03-06","1",1,"3",0,"2",1,3956,-1.29500231036714,-1.20219400197778,0.13405238766162
"2012-03-07","1",1,"3",0,"3",1,4916,-0.498320832628385,-0.804335205879869,2.00383506341141
"2012-03-08","1",1,"3",0,"4",1,5382,0.175444074259252,-0.424029003727453,3.23978307934539
"2012-03-09","1",1,"3",0,"5",1,4569,-0.461901107931756,-1.55032044856345,2.89445098841343
"2012-03-10","1",1,"3",0,"6",0,4118,-1.13566601481939,-1.94817924466137,0.455028969144389
"2012-03-11","1",1,"3",0,"0",0,4911,-0.730100710996605,-1.05973816705781,0.414214380893794
"2012-03-12","1",1,"3",0,"1",1,5298,-0.156885913597487,-0.974010280686332,0.22228062387824
"2012-03-13","1",1,"3",0,"2",1,5847,0.380305025677791,-0.0729771248175303,0.599549078193917
"2012-03-14","1",1,"3",0,"3",1,6312,0.421277215961498,-0.848216690743609,-0.97323617107165
"2012-03-15","1",1,"3",0,"4",1,6192,0.339332835394083,-0.339191466324222,-0.523922721917295
"2012-03-16","1",1,"3",0,"5",1,4378,-0.325327140319397,1.50383089795287,-0.997376620834759
"2012-03-17","1",1,"3",0,"6",0,7836,0.102604624865994,0.898266406833256,-1.02947427898304
"2012-03-18","1",1,"3",0,"0",0,5892,-0.125018654487937,1.27857260898567,-0.820705088715433
"2012-03-19","1",1,"3",0,"1",1,6153,0.271045851587904,0.708113305757047,-0.363488196097432
"2012-03-20","1",1,"3",0,"2",1,6093,0.357542697742397,1.26394544736442,-0.893126438004761
"2012-03-21","2",1,"3",0,"3",1,6230,0.198206402194645,1.3575592817404,-1.30233125570415
"2012-03-22","2",1,"3",0,"4",1,6871,0.321122973045768,1.42776965752239,-0.940977218158809
"2012-03-23","2",1,"3",0,"5",1,8362,0.58061351150925,0.465302422844351,-0.957267989379794
"2012-03-24","2",1,"3",0,"6",0,3372,0.0388701066468935,1.8080758596748,0.0296409100670579
"2012-03-25","2",1,"3",0,"0",0,4996,-0.31622220914524,1.77589610410806,0.390833652847835
"2012-03-26","2",1,"3",0,"1",1,5558,-0.270697553274453,-1.05299695344106,2.53341954039722
"2012-03-27","2",1,"3",0,"2",1,5102,-0.939909994575011,-2.37236693167752,-0.0425116146146635
"2012-03-28","2",1,"3",0,"3",1,5698,-0.0612841362688364,-1.02959349484707,1.30564379253449
"2012-03-29","2",1,"3",0,"4",1,6133,-0.00665454922389276,-1.32506215959625,1.6666752405507
"2012-03-30","2",1,"3",0,"5",1,5459,-0.684971921698608,-0.330415169351474,-0.676400039351991
"2012-03-31","2",1,"3",0,"6",0,6235,-0.389061658538498,0.775398249214783,0.775898020784115
"2012-04-01","2",1,"4",0,"0",0,6041,-0.37995672736434,0.339508832901629,-0.235097563504325
"2012-04-02","2",1,"4",0,"1",1,5936,-0.335817604498317,-0.867422789915855,1.56975812549516
"2012-04-03","2",1,"4",0,"2",1,6772,-0.156885913597487,-1.62345625666969,-1.16587588488283
"2012-04-04","2",1,"4",0,"3",1,6436,0.252835989239589,-1.11150559992605,-0.122728877524595
"2012-04-05","2",1,"4",0,"4",1,6457,-0.329879605906475,-1.78142960217915,0.374757941312936
"2012-04-06","2",1,"4",0,"5",1,6460,-0.502873298215463,-1.76095157590941,1.41812000835726
"2012-04-07","2",1,"4",0,"6",0,6857,-0.31622220914524,-2.62395411156297,1.08886362896019
"2012-04-08","2",1,"4",0,"0",0,5169,0.0252127098856576,-2.471831630702,0.543364735204052
"2012-04-09","2",1,"4",0,"1",1,5585,-0.0339693427463645,-2.17928839827707,2.16405452954519
"2012-04-10","2",1,"4",0,"2",1,5918,-0.266145087687375,-1.35431648283875,0.759876074170737
"2012-04-11","2",1,"4",0,"3",1,4862,-0.801356694098705,-1.1116327926358,1.3521364240188
"2012-04-12","2",1,"4",0,"4",1,5409,-0.534740557325014,-1.13490905852005,1.28962184592111
"2012-04-13","2",1,"4",0,"5",1,6398,-0.288907415622768,-1.54154415159071,-0.451823962157095
"2012-04-14","2",1,"4",0,"6",0,7460,-0.00210208363681412,-0.877471013986103,0.00555422522546981
"2012-04-15","2",1,"4",0,"0",0,7132,0.607928305031722,-0.842365826095111,0.4470179958377
"2012-04-16","2",1,"4",1,"1",0,6370,0.922048430540147,-0.464985056266944,1.21736179139634
"2012-04-17","2",1,"4",0,"2",1,6691,0.617033236205879,-1.66733774153343,1.07284168234682
"2012-04-18","2",1,"4",0,"3",1,4367,-0.175095775945802,-0.412327274430456,-0.291281906494189
"2012-04-19","2",1,"4",0,"4",1,6565,0.0161077787115003,-0.108082312708523,-1.60723212565202
"2012-04-20","2",1,"4",0,"5",1,7290,0.170891608672174,0.4682278551686,-0.524084016681859
"2012-04-21","2",1,"4",0,"6",0,6624,0.407619819200262,0.386315750089618,1.20133984478297
"2012-04-22","2",1,"4",0,"0",0,1027,-0.539293022912092,1.45702398076488,1.98792064664107
"2012-04-23","2",1,"4",0,"1",1,3214,-0.949014925749168,0.974327647263739,1.45822863981222
"2012-04-24","2",1,"4",0,"2",1,5633,-0.44824371117052,-1.21974659592328,0.75998360401378
"2012-04-25","2",1,"4",0,"3",1,6196,-0.102256326552544,-1.40404883235099,-0.925116566309995
"2012-04-26","2",1,"4",0,"4",1,5026,0.0161077787115004,0.904117271481754,-0.178859455592938
"2012-04-27","2",1,"4",0,"5",1,6233,-0.206963035055352,-1.59420193342719,2.02776045348843
"2012-04-28","2",1,"4",0,"6",0,4220,-0.648552197001979,-0.971084848362082,-0.780811516946553
"2012-04-29","2",1,"4",0,"0",0,6304,-0.202410569468274,-0.286533684487733,-0.949418310837669
"2012-04-30","2",1,"4",0,"1",1,5572,-0.170543310358723,-0.406476409781957,-0.243216066654056
"2012-05-01","2",1,"5",0,"2",1,5740,0.644348029728351,0.222491539931654,-0.443759223928885
"2012-05-02","2",1,"5",0,"3",1,6169,0.375752560090712,1.18788420693394,-0.676507569195033
"2012-05-03","2",1,"5",0,"4",1,6421,0.352990232155319,0.986029376560736,-0.732799442027941
"2012-05-04","2",1,"5",0,"5",1,6296,0.721739944708687,0.754920222945037,-0.355477222790743
"2012-05-05","2",1,"5",0,"6",0,6883,0.689872685599137,0.904117271481754,-0.48381409046233
"2012-05-06","2",1,"5",0,"0",0,6359,0.366647628916555,0.78709997851178,-0.523976486838816
"2012-05-07","2",1,"5",0,"1",1,6273,0.230073661304196,0.254671295498398,0.519170520519421
"2012-05-08","2",1,"5",0,"2",1,5728,0.471354337419363,0.406793776359364,1.36188190044587
"2012-05-09","2",1,"5",0,"3",1,4717,0.434934612722734,0.816354301754274,0.334541780014927
"2012-05-10","2",1,"5",0,"4",1,6572,0.057079968995208,-0.532269999724679,1.5945764807905
"2012-05-11","2",1,"5",0,"5",1,7030,0.207311333368803,-1.87796886887938,0.599387783429353
"2012-05-12","2",1,"5",0,"6",0,7429,0.375752560090712,-1.03544435949557,-0.869093518084695
"2012-05-13","2",1,"5",0,"0",0,6118,0.639795564141272,-0.362594924918216,0.446856701073136
"2012-05-14","2",1,"5",0,"1",1,2843,0.425829681548577,1.13522642509745,0.286529705096315
"2012-05-15","2",1,"5",0,"2",1,5115,0.635243098554193,1.17033161298844,-0.556074144987093
"2012-05-16","2",1,"5",0,"3",1,7424,0.771817066166552,0.491631313762595,-0.877104491391383
"2012-05-17","2",1,"5",0,"4",1,7384,0.535088855638464,-0.757528288691879,0.503094808984522
"2012-05-18","2",1,"5",0,"5",1,7639,0.375752560090712,-0.734124830097885,-0.692529515808411
"2012-05-19","2",1,"5",0,"6",0,8294,0.571508580335093,-1.20511943430203,-1.37437625054283
"2012-05-20","2",1,"5",0,"0",0,7129,0.685320220012058,-0.684392480585645,0.824286450153376
"2012-05-21","2",1,"5",0,"1",1,4359,0.562403649160936,1.28734890595842,0.551214413746176
"2012-05-22","2",1,"5",0,"2",1,6073,0.653452960902508,0.96847678261524,-0.933181304538205
"2012-05-23","2",1,"5",0,"3",1,5260,0.689872685599137,1.02991086142448,-1.14178920004124
"2012-05-24","2",1,"5",0,"4",1,6770,0.871971309082282,0.623275768353816,-0.226979060354593
"2012-05-25","2",1,"5",0,"5",1,6734,1.00854527669464,0.836832328024019,-0.644356146125235
"2012-05-26","2",1,"5",0,"6",0,6536,1.07683226050082,0.734442196675292,0.109750643133946
"2012-05-27","2",1,"5",0,"0",0,6591,1.06317486373958,0.485780449114096,0.31851983340155
"2012-05-28","2",1,"5",1,"1",0,6043,1.18609143459071,0.339508832901629,0.0778680446717552
"2012-05-29","2",1,"5",0,"2",1,5743,1.24072102163565,0.398017479386616,1.35376339729614
"2012-05-30","2",1,"5",0,"3",1,6855,0.88107624025644,0.295627348037888,-0.724627173956688
"2012-05-31","2",1,"5",0,"4",1,7338,1.00854527669464,-0.947681389768087,0.0618460980583775
"2012-06-01","2",1,"6",0,"5",1,4127,0.867418843495204,0.895340974509006,0.607452521657563
"2012-06-02","2",1,"6",0,"6",0,8120,0.48045926859352,-0.552748025994425,-0.0506301177643951
"2012-06-03","2",1,"6",0,"0",0,7641,0.585165977096329,-0.944755957443838,-0.0825664811481077
"2012-06-04","2",1,"6",0,"1",1,6998,0.557851183573857,-0.988637442307578,1.21741555631787
"2012-06-05","2",1,"6",0,"2",1,7001,0.24828352365251,-0.102231448060024,0.246313543798307
"2012-06-06","2",1,"6",0,"3",1,7055,0.321122973045768,-0.116858609681271,-1.46276578152401
"2012-06-07","2",1,"6",0,"4",1,7494,0.585165977096329,-0.426954436051702,-0.427575982550943
"2012-06-08","2",1,"6",0,"5",1,7736,0.840104049972732,-1.12320732922305,-0.194881402206316
"2012-06-09","2",1,"6",0,"6",0,7498,1.17698650341655,-1.3396893212175,-0.596129011520537
"2012-06-10","2",1,"6",0,"0",0,6598,1.26348334957104,-0.628809266424908,-0.732476852498812
"2012-06-11","2",1,"6",0,"1",1,6664,1.23161609046149,-0.280682819839235,0.22228062387824
"2012-06-12","2",1,"6",0,"2",1,4972,0.862866377908125,1.44239681914363,0.310455095173339
"2012-06-13","2",1,"6",0,"3",1,7421,0.876523774669361,-0.321638872378726,1.97157611049857
"2012-06-14","2",1,"6",0,"4",1,7363,0.835551584385653,-0.409401842106206,0.816114182082123
"2012-06-15","2",1,"6",0,"5",1,7665,0.785474462927788,-0.268981090542237,-0.178966985435981
"2012-06-16","2",1,"6",0,"6",0,7702,0.744502272644081,-0.868694717013355,-0.307357618029089
"2012-06-17","2",1,"6",0,"0",0,6978,0.530536390051385,-0.204621579408751,-0.58817180313537
"2012-06-18","2",1,"6",0,"1",1,5099,0.398514888026105,1.05331432001847,-0.203107435199091
"2012-06-19","2",1,"6",0,"2",1,6825,1.05406993256543,0.436048099601857,-0.548009406758883
"2012-06-20","2",1,"6",0,"3",1,6211,1.56849854390531,-0.251428496596741,-0.98936564752807
"2012-06-21","3",1,"6",0,"4",1,5905,1.69596758034351,-0.421103571403204,-0.925170331231517
"2012-06-22","3",1,"6",0,"5",1,5823,1.54118375038284,-0.380147518863713,-0.0986421926830069
"2012-06-23","3",1,"6",0,"6",0,7458,1.29079814309352,-0.655138157343152,-0.138912118902537
"2012-06-24","3",1,"6",0,"0",0,6891,1.35453266131262,-1.04422065646832,-0.580160829828681
"2012-06-25","3",1,"6",0,"1",1,6779,1.20430129693902,-0.868694717013355,1.41806624343574
"2012-06-26","3",1,"6",0,"2",1,7442,0.739949807057002,-1.78728046682765,2.02786798333148
"2012-06-27","3",1,"6",0,"3",1,7335,1.10414705402329,-1.88089430120363,1.04891629226979
"2012-06-28","3",1,"6",0,"4",1,6879,1.38639992042217,-1.44207945256623,-0.243054771889492
"2012-06-29","3",1,"6",0,"5",1,5463,1.85075141030419,-0.976935713010581,-0.323487094485509
"2012-06-30","3",1,"6",0,"6",0,5687,1.47289676657666,-0.187068985463255,-0.379563907632331
"2012-07-01","3",1,"7",0,"0",0,5531,1.75059716738846,-0.766304585664627,-0.283324698109022
"2012-07-02","3",1,"7",0,"1",1,6227,1.56394607831823,-1.26947894543552,0.0616848032938132
